caption,passport_link,comment,vertical,subvertical,category,media,author
"We're here to put the ""fun"" in functional footwear! When you're in need of a custom shoe for any reason, we're here to help you get into the right pair of shoes with plenty of style.",https://passport.gds.gdcorp.tools/location/30947/content/25f31d30-61aa-44c5-ae38-f97a9cc6c9aa,Fun wordplay paired with specific customer info for a unique and actionable product highlight.,Retail,Shoe store,Product/Service,https://media.mainstreethub.com/media/09bd14d4-86a9-4762-8ad0-fa41fff1ae6c,Laura Chandler
Want to pack a special punch in your iced coffee this summer? A bottle of Kahlúa is just what you need!,https://passport.gds.gdcorp.tools/location/59952/content/c2926b46-2d3d-45c9-b178-22e14f5c8c70,A fun cocktail idea that's likely to make more than a few readers head out for a bottle of Kahlua. ,Retail,Liquor store,Product/Service,https://media.mainstreethub.com/media/cb4a4302-fc50-4b31-ad0d-172b986d061d,Caitlin Smith
"The more frequently you skate, the quicker you'll experience wear and tear on your board. If it feels like the board is soft, the tail and nose start to chip, or it looses its pop, it's time to get a new deck!",https://passport.gds.gdcorp.tools/location/73002/content/213d98da-6803-4a76-bf14-94f3a5e0347f,Speaking the customer's language to provide some helpful info to followers and prompt them to stop by for the gear they need.,Retail,Outdoor shop,Educational,https://media.mainstreethub.com/media/ac2d5156-c45a-41ce-be26-0173160bb4ec,Gabrielle Medina
"From biscuits to jerky, every pup is bound to have a preference! And thankfully, we have all the options to ensure that they always get exactly what they want. #DogTreats",https://passport.gds.gdcorp.tools/location/35211/content/d09729ef-8fdb-41bb-b495-957027b0390b,Loving the participation question on the graphic paired with a unique caption that lets people know about the store's selection!,Pets,Pet store,Product/Service,https://media.mainstreethub.com/media/5e59425f-fdd1-4cda-b37b-6356cc711664,Laura Chandler
"You love catching some rays during the summer, and so does your beardie! Make sure they're receiving a minimum of 10 to 12 hours of UV exposure per day this time of year.",https://passport.gds.gdcorp.tools/location/39660/content/4b07a43f-d65e-4a03-afe5-20fba6ead066,A unique and helpful educational tip based on the customer's range of pets and pet products. Love the seasonal hook!,Pets,Pet store,Educational,https://media.mainstreethub.com/media/abb2bd3c-8056-45fe-acf5-e2ba0f8fc593,Annie Cranford
"Each room is equipped with spacious showers, memory foam mattresses, free drinks and snacks, as well as a maid service that is second-to-none. Book your stay today! #OurPlaceHotel #Hotel #Nashville #VisitNashville #Travel",https://passport.gds.gdcorp.tools/location/71725/content/d2368878-3e94-4ef6-84bb-9727b373cc95,This content request is a great example of the amenities an upscale hotel might want to promote in ongoing content.,Hotel,Hotel,Product/Service,https://media.mainstreethub.com/media/9eab6d32-0543-40f4-bbdd-5efa6366d5e7,Emily Ferris
30-minute circuits. No set class times. Personal trainers. Different workouts daily. Let's do this. #fitness #strongerin30 #9roundjb #believeinyourself #freeworkout #itsyoutime,https://passport.gds.gdcorp.tools/location/81468/content/031af765-f252-4a92-bd08-8e824fad32d1,"The info-heavy caption for this brand kit post still feels fun and on-brand thanks to a bold stylistic choice: Short statements that build perfectly to ""Let's do this."" ",Health and Wellness,Fitness,Product/Service,https://media.mainstreethub.com/media/b82f45fe-c6f4-49ac-8fa3-6532b76d71fa,Tony Bertino
"By working on your muscles, connective tissues, tendons, ligaments, and joints, getting massages regularly can improve your flexibility and range of motion. #WellnessTip",https://passport.gds.gdcorp.tools/location/73986/content/5861453e-388a-4984-a9ce-cef159f2486b,Presenting the benefits of massage in a clear way that doesn't go overboard into concrete health claims -- just the fact that stretching can improve flexibility!,Health and Wellness,Chiropractor,Educational,https://media.mainstreethub.com/media/11827131-bb13-48f5-8455-f6af1275f65d,Nicole Lechner
Every truck in our inventory is inspected and serviced by our ASE-Certified Technicians to ensure you can always drive off with confidence.,https://passport.gds.gdcorp.tools/location/71706/content/f2f56be4-4fa4-4302-bcc3-fe7173d2c36b,Highlighting the specific types of vehicles this dealership sells -- trucks -- and the certifications of their employees. Awesome!,Automotive,Auto sales,Product/Service,https://media.mainstreethub.com/media/dc95a791-a00c-4184-91b3-bf5175b91c65,Kelsey Roslin
"Get ready to travel the country with more luxury than your average home. From custom cabinets, to high-quality appliances, you never know what you'll find when you step inside your next RV. #JohnnieWalkerRV #DoItInAnRV
",https://passport.gds.gdcorp.tools/location/38412/content/3486f214-8abd-4d20-9dc6-bdcb0d8b50d8,Spot-on customer voice and plenty of detail about the luxurious amenities available in a new RV.,Automotive,RV sales,Product/Service,https://media.mainstreethub.com/media/4ce33539-8481-4f67-a222-5a567eedc4de,Logan Voss
"It's important to fit self-care into your schedule. If you don't have a lot of time, we'll have you in and out in 20 minutes with our Spark Facials!",https://passport.gds.gdcorp.tools/location/79457/content/58b2a061-cc62-455c-94ef-4f1930665b12,"A stretchy underlying concept -- ""make time for self-care"" -- is made 100% customer-specific with a great reference to a unique, extra fast option offered by this salon.",Spa and Salon,Salon,Product/Service,https://media.mainstreethub.com/media/6088f041-adc7-4edb-886e-3fbcdc19ce1f,Zoe Labos
"Your hair texture and type can change as you age, so it's important to update your haircare products over time. Need a recommendation? Talk with our stylists during your appointment about the products they suggest for your hair type. #GeorgesHairStudio #HairCare #YorkPA",https://passport.gds.gdcorp.tools/location/51452/content/a0e0c949-961c-434e-8037-4c824ed0c99c,"While this customer has limited notes, they do state that they've been open since 1964. That means they likely develop lifetime relationships with their clients, which makes a tip like this feel especially relevant.",Spa and Salon,Hair salon,Educational,https://media.mainstreethub.com/media/a46dc895-7558-4696-b79b-1b82ac9de2f4,Lacey Morris
Ask anyone who's packed up and moved on their own before: There's no such thing as having too many tools at your disposal. Our place has everything you need to move and store items and keep the process easy. Call today to learn more: (903) 939-3030. #StorageMaxOfTyler #TylerTX,https://passport.gds.gdcorp.tools/location/69765/content/b0d323fd-8dd0-41a5-b5e4-7ce133ac2a67,Creative framing for a post that focuses on the specific needs this customer can help address.,Retail,Storage,Product/Service,https://media.mainstreethub.com/media/418eaa7f-549d-4daf-bb39-6b6af98c3121,Cecil Sparkman
"Our team pulls from a wide variety of aircraft, allowing us to provide a full range of parts and set dressings. Visit our website at http://airskystore.com to check out the full selection!",https://passport.gds.gdcorp.tools/location/63608/content/547b7819-c704-41c9-8bc3-da2e8814b511,Totally on-brand post for this extremely unique customer that provides airline props and sets for movies and flight training. ,Retail,Set creators,Product/Service,https://media.mainstreethub.com/media/7d580f16-c101-4405-8763-c45d3d23ee84,Kelcie Thielepape
"Looking for the perfect pairing to ""I do?"" Our wide selection of engagement rings ensures you'll find everything and more for the one.",https://passport.gds.gdcorp.tools/location/66149/content/77779813-9238-486d-97fe-26a574d3f257,"Spot-on for a sincere, easygoing jewelry store that specializes in diamonds.",Retail,Jewelry,Product/Service,https://media.mainstreethub.com/media/9b18a3c5-51c4-46de-93e8-1bc1512eafa8,Alyssa Wright
"Decisions, decisions. You have a large selection of fresh blooms to choose from, and our team is here to help you craft the perfect arrangement for any occasion.",https://passport.gds.gdcorp.tools/location/42376/content/68ca9c1b-afb2-4cbd-a3d0-bbefde7437ff,Fun and customer-specific framing to promote floral arrangements!,Retail,Florist,Product/Service,https://media.mainstreethub.com/media/f8610ceb-5235-4fc7-9a6e-7f9fc2c2f2a4,Ana Gutierrez
"When you find the magic number 16, you'll know you've made it to the right place for high-quality knitting and needlepoint supplies.",https://passport.gds.gdcorp.tools/location/51947/content/0141314f-f1f2-41e6-9c5a-8af6b17a068d,Keeping up variety and using a potentially tricky photo in a super clever way. 100% customer-specific.,Retail,Boutique,About the Business,https://media.mainstreethub.com/media/f59d1f88-4458-49ca-99d1-4d5cf4c486da,Jose Rodriguez
Upgrading your exterior lighting will elevate the look and feel of your outdoor space and bring your security game to the next level. #LightFixtures,https://passport.gds.gdcorp.tools/location/36511/content/6e69d831-27d3-4104-9953-b26f32de41a5,Bringing together two distinct benefits of this customer's outdoor lighting options.,Retail,Lighting,Product/Service,https://media.mainstreethub.com/media/d268de98-b7d1-4155-b539-3bae02258661,Maddy Dessanti 
"Hanging here means an incredible selection of all the gear you need to make your next ride your best ride, Salisbury. #SalisburyCycleAndFitness #SalisburyMD #bike #BikeRepair #cycle",https://passport.gds.gdcorp.tools/location/53651/content/30fcf12d-806d-4b90-acd4-05b8d921d287,Playing on the photo while highlighting the specific way this shop helps customers.,Retail,Bike shop,About the Business,https://media.mainstreethub.com/media/68ad9de7-a0db-4ce4-873e-932762f73a3b,Cecil Sparkman
"Alone, these are merely fresh ingredients, but when their powers combine, they become one delicious roll. #sushi",https://passport.gds.gdcorp.tools/location/54729/content/c7c3bc06-4c60-4388-b488-a4c5938d5539,"Fun and creative twist on a post about fresh ingredients, and it's all tied back to the customer's specific type of food.",Restaurant,Sushi,Product/Service,https://media.mainstreethub.com/media/434ccb66-70f6-45dc-8d1c-e37d1e0b1e66,Zoe Labos
"We're proud to be West LA's go-to for a fresh, authentic taste of the Caribbean! #WiJammin #CaribbeanFood #JamaicanFood #LACaribbean #LAEat",https://passport.gds.gdcorp.tools/location/37756/content/20e07b8d-42fc-42a4-a424-2c75fa94279c,Nice way to tie together two important facts about the business. Creative and customer-specific!,Restaurant,Jamaican,Product/Service,https://media.mainstreethub.com/media/f593302b-8b72-4fab-a64c-e010d4543a84,Allison Randel
"Our Chipotle Shrimp Cocktail is the perfect summer treat. For best results, pair it with one of our world-famous margaritas.",https://passport.gds.gdcorp.tools/location/39496/content/ddf22b25-ac38-4bd2-84b5-be71846cc187,"Double product highlight! Fun, actionable, and 100% customer-specific.",Restaurant,Tex-Mex,Product/Service,https://media.mainstreethub.com/media/71f00f23-0adc-42a1-be1c-e6b6a90c9c6d,Annie Cranford
"When the bacon sticks out like that, you know your burger is going to be absolutely delicious.",https://passport.gds.gdcorp.tools/location/53176/content/c14ffb9c-8f94-44a5-9e2f-151b4f72b8db,"An image-inspired, totally unique caption that's on-brand for a rustic bar and grill",Restaraunt,American,Product/Service,https://media.mainstreethub.com/media/b60425a9-7e02-469e-8920-93e30b8d729d,Derek Koh
